Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,NEW FT SLOT 1 NC LVL 2,3115 Frontage Road,,Gainesville,GA,30504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.230472,-83.862459,3/2/2026,327231,2026-03-02 03:22:08 UTC,,,,2/1/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,5 STAR HYUN ALB CPE250 LOT 2,711 E Oglethorpe Blvd,,Albany,GA,31705,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,31.5742,-84.133042,3/2/2026,327329,2026-03-02 03:19:31 UTC,,,,2/2/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Ranchers - Tesla Supercharger,615 Landmark Pointe Blvd,,Gray,GA,31032,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,32.98876917,-83.5689244,7/1/2024,327434,2025-02-12 00:16:32 UTC,P,,,2/1/2024,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Truist Park Red Deck,2565 Circle 75 Pkwy.,Truist Park Red Deck public parking garage has eighteen (18) available EV charging parking stalls.,Atlanta,GA,30339,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,18,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,33.88847953029665,-84.46843386,3/2/2026,327506,2026-03-02 05:03:32 UTC,,,,2/3/2024,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Sutton Acura,4796 Riverside Drive,,Macon,GA,31210,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,32.923037,-83.712168,3/2/2026,327524,2026-03-02 00:09:30 UTC,,,,2/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER SUMMERVILLE DC1,120 Georgia Avenue,Next to fire/police station,Summerville,GA,30747,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.479728,-85.349379,3/2/2026,327539,2026-03-02 03:19:24 UTC,,,,2/6/2024,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER SUMMERVILLE DC2,120 Georgia Avenue,Next to fire/police station,Summerville,GA,30747,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.479768,-85.349439,3/2/2026,327540,2026-03-02 03:19:25 UTC,,,,2/6/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER BREMEN DC1,125 US-27,,Bremen,GA,30110,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.69253,-85.151078,3/2/2026,327542,2026-03-02 03:20:16 UTC,,,,2/6/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Truist Park Purple Deck,925 Battery Ave. SE,"There are (4) EV charging stalls located on the main level of the garage, easily accessible from either entrance.",Atlanta,GA,30339,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,4,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,33.88702965214005,-84.47111964,3/2/2026,327919,2026-03-02 05:04:05 UTC,,,,2/8/2024,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Truist Park Green Deck,2542 Heritage Ct SE,"There are (3) EV charging stalls located just inside the Green Deck parking garage, before entering the upper levels of the garage.",Atlanta,GA,30339,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,3,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,33.88896383867767,-84.47094798,3/2/2026,327921,2026-03-02 05:03:22 UTC,,,,2/8/2024,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Dairy Queen - Tesla Supercharger,439 Pooler Pkwy,,Pooler,GA,31322,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,32.135816,-81.2525923,7/1/2024,327929,2025-02-12 00:16:32 UTC,P,,,2/8/2024,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,"Flowery Branch, GA - Tesla Supercharger",3446 Winder Hwy,,Flowery Branch,GA,30542,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,34.216796,-83.862679,7/1/2024,327930,2025-02-12 00:16:32 UTC,P,,,2/8/2024,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Five Star Chevrolet Cadillac,495 Watson Blvd,,Warner Robins,GA,31093,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,https://www.evconnect.com,GPS,32.618648,-83.604068,3/2/2026,328021,2026-03-02 04:52:52 UTC,,,,2/9/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Truist Park Yellow Deck,950 Battery Ave. SE,"There are (2) EV charging stalls located on level 2 of the parking garage, along the north exterior wall.",Atlanta,GA,30339,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,33.88779985314199,-84.47179496,3/2/2026,328194,2026-03-02 05:03:22 UTC,,,,2/11/2024,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JEFFERSONENERGY OGEECHEE 1,1928 T E Buchanan Road,The station is on the right side after entrance.,Louisville,GA,30434,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.994615,-82.432599,3/2/2026,328221,2026-03-02 03:21:45 UTC,,,,2/13/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Best Western Smyrna,1200 Winchester Pkwy SE,,Smyrna,GA,30080,,714-642-9984,P,7/1/2025,PLANNED - not yet accessible (Public),24 hours daily; for guests only,A D M V,,,,,1,,,TURNONGREEN,https://turnongreen.com,200-8,33.84587,-84.48808,9/12/2024,328426,2025-02-12 00:16:32 UTC,P,,,,,,,,J1772,US,,,,PRÉVU - pas encore accessible (Public),,public,,,HOTEL,,,,,,,,,,,,,,,,,TRUE,,,,,,,,HD,FALSE,
ELEC,6871 Mt Zion Blvd,6871 Mt Zion Blvd,,Morrow,GA,30260,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,https://www.evconnect.com,GPS,33.56839,-84.318583,3/2/2026,328505,2026-03-02 04:55:46 UTC,,,,2/15/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,District at Parkview,5141 Stone Mountain Highway,,Stone Mountain,GA,30087,,888-998-2546,E,,Public,24 hours daily,,,,,,8,,,Blink Network,https://blinkcharging.com,GPS,33.824736566778874,-84.10724007,3/2/2026,328534,2026-03-02 00:40:54 UTC,,,,2/15/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER CUTHBERT DC2,61 E Dawson St,Near Hixon hardware store,Cuthbert,GA,39840,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,31.771004,-84.787905,3/2/2026,328764,2026-03-02 03:23:11 UTC,,,,2/20/2024,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER CUTHBERT DC1,61 E Dawson St,,Cuthbert,GA,39840,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,31.77101,-84.787964,3/2/2026,328765,2026-03-02 03:23:12 UTC,,,,2/20/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HONDA MALL GA CPF25-01,3699 Buford Drive,,Buford,GA,30519,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.081914,-83.985928,3/2/2026,328950,2026-03-02 03:23:16 UTC,,,,2/22/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HONDA MALL GA CPF25-02,3699 Buford Drive,,Buford,GA,30519,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.081949,-83.985939,3/2/2026,329032,2026-03-02 03:23:17 UTC,,,,2/23/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JACKSON EMC NEESE,85 Spratlin Mill Rd,,Hull,GA,30646,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.06238,-83.273724,3/2/2026,329783,2026-03-02 03:06:23 UTC,,,,3/5/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Walton Vinings,4949 Oakdale Road,,Smyrna,GA,30080,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,33.83432081376954,-84.49108955,3/2/2026,329856,2026-03-02 01:02:23 UTC,,,,1/14/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,YKKAP America,4234 Ocmulgee East Boulevard,,Macon,GA,31217,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,32.811958952320104,-83.56745198,3/2/2026,329955,2026-03-02 00:52:11 UTC,,,,3/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Modera Reynoldstown Apartments,780 Memorial Drive Southeast,,Atlanta,GA,30316,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,33.747251949284994,-84.36164134,3/2/2026,329957,2026-03-02 00:54:41 UTC,,,,11/8/2023,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Shottenkirk Ford - Jasper,868 Highway 515 S,,Jasper,GA,30143,,888-998-2546,E,,Public,24 hours daily,,,,,,3,2,,Blink Network,https://blinkcharging.com,GPS,34.454642,-84.4545,3/2/2026,330121,2026-03-02 01:00:31 UTC,,,,10/11/2023,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Flying J 630,1125 Bucksnort Road,,Jackson,GA,30233,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com,GPS,33.207026,-84.0635,3/1/2026,330679,2026-03-02 00:00:13 UTC,,,,3/16/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Pyne Road Park,300 Kingfisher Lane,,LaGrange,GA,30240,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://www.flo.com,GPS,33.019176,-85.158896,3/2/2026,330754,2026-03-02 05:17:36 UTC,,,,3/17/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,THE ENCORE APTS LVL 6 STATION 2,379 Cumberland Blvd SE,Parking level 6 in front of dog park.,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.879706,-84.454763,3/2/2026,330766,2026-03-02 03:04:03 UTC,,,,3/19/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER HAWKINS DC1,56 Broad St,Across from skate Park,Hawkinsville,GA,31036,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.283037,-83.464604,3/2/2026,330771,2026-03-02 03:23:25 UTC,,,,3/19/2024,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER HAWKINS DC2,56 Broad St,City Hall,Hawkinsville,GA,31036,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.282347,-83.464782,3/2/2026,330772,2026-03-02 03:23:26 UTC,,,,3/19/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,5 STAR HYUN ALB CPE250 LOT 1,711 East Oglethorpe Boulevard,,Albany,GA,31705,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,31.574086,-84.13333,3/2/2026,331004,2026-03-02 03:19:32 UTC,,,,3/22/2024,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ALPHARETTA EV ALP 1,1500 Morrison Parkway,,Alpharetta,GA,30009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.05709,-84.29714,3/2/2026,331174,2026-03-02 03:24:08 UTC,,,,3/27/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,EV STATION LOT NGMC LUMPKIN 2,495 U.S. Hwy 19,Visitor Parking,Dahlonega,GA,30533,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.46471,-83.969876,3/2/2026,331461,2026-03-02 03:25:00 UTC,,,,3/30/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,EV STATION LOT NGMC LUMPKIN 1,495 U.S. Hwy 19,Visitor Parking,Dahlonega,GA,30533,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.464745,-83.969984,3/2/2026,331462,2026-03-02 03:25:00 UTC,,,,3/30/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,VININGS VIEW 1 VININGS VIEW,3483-3495 7 Pines Ct NW,By dumpster,Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.873514,-84.468818,3/2/2026,331503,2026-03-02 01:15:51 UTC,,,,4/2/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY-BROOKHAVEN LYNWOOD POOL,3360 Osborne Rd NE,in front of pool,Atlanta,GA,30319,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.887163,-84.345918,3/2/2026,331546,2026-03-02 03:09:12 UTC,,,,4/3/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BUFORD MOB I 2800MOB EV3,2800 Buford Drive,Station is on right side of building when entering from Buford drive,Lawrenceville,GA,30043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.048256,-83.994314,3/2/2026,331765,2026-03-02 03:25:18 UTC,,,,4/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BUFORD MOB I 2800MOB EV2,2800 Buford Drive,Station is on right side of building when entering from Buford drive,Lawrenceville,GA,30043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.04834,-83.99424,3/2/2026,331766,2026-03-02 03:25:18 UTC,,,,4/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BUFORD MOB I 2800MOB EV1,2800 Buford Drive,Station is on right side of building when entering from Buford Drive,Lawrenceville,GA,30043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.04841,-83.994102,3/2/2026,331767,2026-03-02 03:25:18 UTC,,,,4/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BUFORD MOB I 2800MOB EV4,2800 Buford Drive,Station is on back side of building when entering from Buford Drive,Lawrenceville,GA,30043,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.047986,-83.99434,3/2/2026,331768,2026-03-02 03:25:26 UTC,,,,4/5/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER SHALLOWFORD EXP,4404 North Shallowford Rd,the Station is located before the gate off of N Shallowford Rd,Atlanta,GA,30338,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,33.920916,-84.305856,3/2/2026,331776,2026-03-02 03:25:48 UTC,,,,4/5/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SUMMERHILL STATION 1,100 Fulton St SE Atlanta GA  30412,,Atlanta,GA,30312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.742302,-84.3813,3/2/2026,331844,2026-03-02 02:24:32 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SUMMERHILL STATION 2,100 Fulton ST SE,,Atlanta,GA,30312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.742676,-84.385994,3/2/2026,331845,2026-03-02 02:31:11 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BARRETT SURFACE 1 & 2,2650 Cobb Place Lane Northwest,Outside of parking garage entrance,Kennesaw,GA,30144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.017041,-84.572146,3/2/2026,331854,2026-03-02 03:23:05 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BARRETT MB 69 & 70,2650 Cobb Place Lane Northwest,Inside gated parking garage,Kennesaw,GA,30144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.017037,-84.572132,3/2/2026,331855,2026-03-02 03:23:06 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BARRETT MB 65 & 66,2650 Cobb Place Lane Northwest,Inside gated parking garage,Kennesaw,GA,30144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.016967,-84.572062,3/2/2026,331856,2026-03-02 03:23:06 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BARRETT MB 63 & 64,2650 Cobb Place Lane Northwest,Inside gated parking garage,Kennesaw,GA,30144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.016842,-84.571982,3/2/2026,331857,2026-03-02 03:23:06 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BARRETT MB 67 & 68,2650 Cobb Place Lane Northwest,Inside gated parking garage,Kennesaw,GA,30144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.017007,-84.572112,3/2/2026,331858,2026-03-02 03:23:07 UTC,,,,4/6/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PF PARKING LOT GUESTHOUSE #2,350 Trilith Pkwy,Trilith Guesthouse Hotel Station #2,Fayetteville,GA,30214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.468086,-84.50735,3/2/2026,331917,2026-03-02 03:19:56 UTC,,,,4/9/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PF PARKING LOT GUESTHOUSE #4,290 Heatherden Ave,Trilth Guesthouse Station #4,Fayetteville,GA,30214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.467846,-84.50705,3/2/2026,331918,2026-03-02 03:19:56 UTC,,,,4/9/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PF PARKING LOT GUESTHOUSE #3,350 Trilith Pkwy,Trilith Guesthouse Hotel Station #3,Fayetteville,GA,30214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.467968,-84.50723,3/2/2026,331919,2026-03-02 03:19:56 UTC,,,,4/9/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TLU728 STATION 2,2540 Lakewood Ave SW,Front entrance,Atlanta,GA,30315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.696094,-84.402342,3/2/2026,331968,2026-03-02 02:54:45 UTC,,,,4/11/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TLU728 STATION 1,2540 Lakewood Ave SW,Front entrance,Atlanta,GA,30315,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.69606,-84.40204,3/2/2026,331969,2026-03-02 02:54:46 UTC,,,,4/11/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Peachy Airport Indoor,3025 Sylvan Rd.,,East Point,GA,30344,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,31,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,33.67196,-84.42211,3/2/2026,332067,2026-03-02 05:03:51 UTC,,,,4/11/2024,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GWINETTCDJR CP6K STATION 2,5054 Stone Mountain Highway,,Stone Mountain,GA,30087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.824017,-84.10293,3/2/2026,332200,2026-03-02 03:26:18 UTC,,,,4/13/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GWINETTCDJR CP6K STATION 1,5054 Stone Mountain Highway,,Stone Mountain,GA,30087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.824111,-84.103035,3/2/2026,332201,2026-03-02 03:26:18 UTC,,,,4/13/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ATLRP - Residence Inn By Marriott - Duluth Sugarloaf,1940 Satellite Blvd,,Duluth,GA,30097,,866-816-7584,E,,Public,24 hours daily,,,,,,3,,,EV Connect,https://www.evconnect.com,GPS,33.991913,-84.084862,3/2/2026,332296,2026-03-02 04:55:58 UTC,,,,4/13/2024,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Walker-Jones,2700 MEMORIAL DRIVE,,WAYCROSS,GA,31503,,866-816-7584,E,,Public,24 hours daily,,,,,,,1,,EV Connect,https://www.evconnect.com,GPS,31.191977,-82.318615,3/2/2026,332338,2026-03-02 04:53:12 UTC,,,,4/16/2024,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
